run,elapsed,device,rdiops,rdmerges,rdkbps,wriops,wrmerges,wrkbps
294,1000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,2000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,3000,blk_sdf,0.0,0.0,0.0,2.0,3.0,20.0
294,4000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,5000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,6000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,7000,blk_sdf,0.0,0.0,0.0,3822.0,1894.0,22612.0
294,8000,blk_sdf,0.0,0.0,0.0,290.0,118.0,1624.0
294,9000,blk_sdf,0.0,0.0,0.0,472.0,162.0,2624.0
294,10000,blk_sdf,0.0,0.0,0.0,414.0,126.0,2220.0
294,11000,blk_sdf,0.0,0.0,0.0,438.0,168.0,2356.0
294,12000,blk_sdf,0.0,0.0,0.0,463.0,121.0,2352.0
294,13000,blk_sdf,0.0,0.0,0.0,443.0,167.0,2256.0
294,14000,blk_sdf,0.0,0.0,0.0,457.0,153.0,2616.0
294,15000,blk_sdf,0.0,0.0,0.0,408.0,151.0,2348.0
294,16000,blk_sdf,0.0,0.0,0.0,392.0,106.0,1940.0
294,17000,blk_sdf,0.0,0.0,0.0,423.0,201.0,2388.0
294,18000,blk_sdf,0.0,0.0,0.0,425.0,154.0,2348.0
294,19000,blk_sdf,0.0,0.0,0.0,393.0,142.0,2060.0
294,20000,blk_sdf,0.0,0.0,0.0,420.0,104.0,2220.0
294,21000,blk_sdf,0.0,0.0,0.0,462.0,206.0,2544.0
294,22000,blk_sdf,0.0,0.0,0.0,393.0,43.0,1976.0
294,23000,blk_sdf,0.0,0.0,0.0,428.0,45.0,1872.0
294,24000,blk_sdf,0.0,0.0,0.0,310.0,872.0,3636.0
294,25000,blk_sdf,0.0,0.0,0.0,6.0,0.0,1176.0
294,26000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,27000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,28000,blk_sdf,0.0,0.0,0.0,3.0,1.0,16.0
294,29000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,30000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,31000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,32000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,33000,blk_sdf,0.0,0.0,0.0,2.0,2.0,16.0
294,34000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,35000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,36000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,37000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,38000,blk_sdf,0.0,0.0,0.0,2.0,2.0,16.0
294,39000,blk_sdf,0.0,0.0,0.0,81.0,2789.0,11480.0
294,40000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,41000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,42000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
294,43000,blk_sdf,0.0,0.0,0.0,3.0,1.0,16.0
294,44000,blk_sdf,0.0,0.0,0.0,0.0,0.0,0.0
