run,elapsed,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,vm_nr_dirty
294,1000,0.191815856777,0.0,0.104433077579,0.68947144075,0.0,0.0,0.0142796248934,0.0,0.0,0.0,143333
294,2000,0.198503474078,0.0,0.123356493854,0.664564404062,0.0,0.000106894708712,0.0134687332977,0.0,0.0,0.0,149293
294,3000,0.206680435866,0.0,0.139733637205,0.640196567196,0.0,7.12199985756e-05,0.0133181397336,0.0,0.0,0.0,154897
294,4000,0.205187165775,0.0,0.14513368984,0.636577540107,0.0,5.34759358289e-05,0.0130481283422,0.0,0.0,0.0,160518
294,5000,0.209343153207,0.0,0.15372098998,0.623447803374,0.0,4.28192172647e-05,0.0134452342211,0.0,0.0,0.0,165860
294,6000,0.205479452055,0.0,0.147331621005,0.634275114155,0.0,3.56735159817e-05,0.0128781392694,0.0,0.0,0.0,170111
294,7000,0.206634056863,0.0,0.149312136961,0.627911953531,0.00321002751452,6.1143381229e-05,0.0128706817487,0.0,0.0,0.0,141989
294,8000,0.203028033383,0.0,0.150304943291,0.625508238819,0.00850631286112,5.34988230259e-05,0.0125989728226,0.0,0.0,0.0,142632
294,9000,0.183681214421,0.0,0.136029411765,0.651019924099,0.0178842504744,4.74383301708e-05,0.0113377609108,0.0,0.0,0.0,140013
294,10000,0.166940071156,0.0,0.123117237265,0.673959820192,0.0256716163531,4.26084918724e-05,0.0102686465413,0.0,0.0,0.0,136319
294,11000,0.153689951265,0.0,0.112709832134,0.691459735437,0.0326448518604,3.86787344318e-05,0.00945695056858,0.0,0.0,0.0,132737
294,12000,0.145921910431,0.0,0.106115362812,0.70206207483,0.0369012188209,3.54308390023e-05,0.00896400226757,0.0,0.0,0.0,130538
294,13000,0.135074224683,0.0,0.0980353730831,0.717145983375,0.0414319076315,3.26621266311e-05,0.00827984910097,0.0,0.0,0.0,127671
294,14000,0.132495413679,0.0,0.0940764437437,0.720257137226,0.0450444986885,3.03227860576e-05,0.00809618387737,0.0,0.0,0.0,128097
294,15000,0.136683417085,0.0,0.0962134616746,0.711954136882,0.0467549012669,2.83105669191e-05,0.00836577252459,0.0,0.0,0.0,132447
294,16000,0.142153347675,0.0,0.104825644703,0.697421188219,0.046822298356,2.65583087669e-05,0.00875096273869,0.0,0.0,0.0,136073
294,17000,0.147349460886,0.0,0.109448877993,0.686513396543,0.0475445926,2.50168863983e-05,0.00911865509219,0.0,0.0,0.0,140982
294,18000,0.150066761985,0.0,0.113684434414,0.678360845573,0.0485649127368,2.36325609425e-05,0.00929941273086,0.0,0.0,0.0,142311
294,19000,0.151795411539,0.0,0.116301463426,0.672694292976,0.0497587083338,2.2393658116e-05,0.00942773006685,0.0,0.0,0.0,146328
294,20000,0.15599697837,0.0,0.120524742257,0.664173467108,0.0496015491174,2.12790858505e-05,0.00968198406196,0.0,0.0,0.0,151365
294,21000,0.159583527647,0.0,0.122650499807,0.658508891097,0.04926093392,3.04142419757e-05,0.00996573328737,0.0,0.0,0.0,156290
294,22000,0.16179459878,0.0,0.125166973187,0.653886361436,0.048998160875,2.90388152163e-05,0.0101248669054,0.0,0.0,0.0,160255
294,23000,0.164054830045,0.0,0.128137445587,0.648745021765,0.0487728072613,2.77854959711e-05,0.0102621098453,0.0,0.0,0.0,162910
294,24000,0.165752330226,0.0,0.129596094097,0.645601420328,0.0486284953395,2.66311584554e-05,0.0103950288504,0.0,0.0,0.0,165912
294,25000,0.168701404992,0.0,0.132979811758,0.640149706725,0.0475463783931,2.55763197381e-05,0.0105971218115,0.0,0.0,0.0,169025
294,26000,0.17074730645,0.0,0.135522064973,0.636251824399,0.0467128027682,2.4598632316e-05,0.010741402778,0.0,0.0,0.0,171476
294,27000,0.169377121655,0.0,0.133828057156,0.64004894608,0.0460961553643,2.3683587274e-05,0.0106260361569,0.0,0.0,0.0,173486
294,28000,0.16387094811,0.0,0.129166001019,0.650820457813,0.0458497843303,2.28221922998e-05,0.0102699865349,0.0,0.0,0.0,171221
294,29000,0.1605530184,0.0,0.125420343911,0.657843727514,0.0461019985609,2.9369006887e-05,0.0100515426071,0.0,0.0,0.0,171538
294,30000,0.155283336052,0.0,0.121222008639,0.667196288862,0.0465523723055,2.83726175868e-05,0.00971762152347,0.0,0.0,0.0,166776
294,31000,0.151730762633,0.0,0.118412295448,0.673587430101,0.0467528903221,2.74451953755e-05,0.00948917630107,0.0,0.0,0.0,163454
294,32000,0.150244570274,0.0,0.117420315283,0.675917803121,0.046986734721,2.65837254433e-05,0.00940399287556,0.0,0.0,0.0,165395
294,33000,0.146197399017,0.0,0.113997513672,0.68289650819,0.0477362173025,2.57650612886e-05,0.00914659675747,0.0,0.0,0.0,164238
294,34000,0.142190311938,0.0,0.110702859428,0.689837032593,0.0483528294341,2.49950009998e-05,0.00889197160568,0.0,0.0,0.0,162493
294,35000,0.141253945132,0.0,0.110354454965,0.69154527798,0.0480335032775,2.42777373149e-05,0.00878854090799,0.0,0.0,0.0,163880
294,36000,0.139045225538,0.0,0.108391443371,0.695391313582,0.0485174566092,2.35979847321e-05,0.00863096291577,0.0,0.0,0.0,164515
294,37000,0.135683178315,0.0,0.105565150533,0.701086176921,0.0492193641303,2.29514404898e-05,0.00842317865975,0.0,0.0,0.0,164160
294,38000,0.133264076227,0.0,0.103126064688,0.706243751501,0.0490775958848,2.23410018822e-05,0.00826617069642,0.0,0.0,0.0,162480
294,39000,0.131797581027,0.0,0.10215618318,0.709146504023,0.048711350022,2.17631408565e-05,0.0081666186064,0.0,0.0,0.0,160417
