run,elapsed,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,vm_nr_dirty
294,1000,0.147346072187,0.0,0.101061571125,0.724628450106,0.0157112526539,0.0,0.0112526539278,0.0,0.0,0.0,97257
294,2000,0.17310565635,0.0,0.126467449306,0.669370330843,0.0192102454642,0.0,0.0118463180363,0.0,0.0,0.0,102871
294,3000,0.187557833298,0.0,0.145775500036,0.635490070468,0.019076090825,0.0,0.012100505374,0.0,0.0,0.0,107601
294,4000,0.190738168999,0.0,0.147526973614,0.630968913578,0.01821386604,5.34130968914e-05,0.0124986646726,0.0,0.0,0.0,112217
294,5000,0.195092758827,0.0,0.14986748739,0.625886979567,0.0165854492605,4.27460032487e-05,0.0125245789519,0.0,0.0,0.0,117335
294,6000,0.194829243973,0.0,0.150884939995,0.623339624657,0.0183041914462,3.5611267405e-05,0.0126063886614,0.0,0.0,0.0,100148
294,7000,0.197190839695,0.0,0.161496183206,0.61120610687,0.0174045801527,3.0534351145e-05,0.0126717557252,0.0,0.0,0.0,103330
294,8000,0.194123146788,0.0,0.156724989983,0.619473754508,0.0172565780687,2.67129691465e-05,0.012394817684,0.0,0.0,0.0,107461
294,9000,0.175609409424,0.0,0.140288536707,0.65738042783,0.0154928576505,2.36893847867e-05,0.0112050790041,0.0,0.0,0.0,110482
294,10000,0.159332709167,0.0,0.12656396289,0.689952336369,0.0139799131841,2.12784066729e-05,0.010149799983,0.0,0.0,0.0,110952
294,11000,0.147288918078,0.0,0.115822210203,0.714385056694,0.0131545905851,1.93165794201e-05,0.00932990785992,0.0,0.0,0.0,111673
294,12000,0.140130205569,0.0,0.1083218342,0.729929589923,0.0127551923009,1.7690974065e-05,0.00884548703252,0.0,0.0,0.0,112390
294,13000,0.129762526096,0.0,0.100045668058,0.750244650313,0.0117595250522,1.63100208768e-05,0.00817132045929,0.0,0.0,0.0,113683
294,14000,0.126419379258,0.0,0.0954428463285,0.75874337623,0.0113701741105,1.51400454201e-05,0.00800908402725,0.0,0.0,0.0,114533
294,15000,0.130128078261,0.0,0.095988012101,0.754460120444,0.0111679719528,1.4136673358e-05,0.00824168056773,0.0,0.0,0.0,118313
294,16000,0.135526472811,0.0,0.101223861994,0.743837596298,0.0108463609001,1.32596099023e-05,0.00855244838697,0.0,0.0,0.0,122516
294,17000,0.140505775835,0.0,0.10507649079,0.735060880425,0.010440212301,1.2488292226e-05,0.00890415235717,0.0,0.0,0.0,126096
294,18000,0.142364962126,0.0,0.105328362083,0.733157137126,0.0101942091229,1.17988531515e-05,0.00894353068882,0.0,0.0,0.0,129352
294,19000,0.143243696539,0.0,0.105238441326,0.732464918656,0.0100631743724,2.23626097166e-05,0.00896740649634,0.0,0.0,0.0,132380
294,20000,0.146955347937,0.0,0.107373276788,0.72657121903,0.00988488887472,2.1257825537e-05,0.00919400954476,0.0,0.0,0.0,135841
294,21000,0.150341824075,0.0,0.108765888489,0.721719754899,0.00972299589811,2.02562414544e-05,0.00942928039702,0.0,0.0,0.0,138757
294,22000,0.152537619434,0.0,0.109957061622,0.718444160767,0.00949673126765,1.93416115431e-05,0.00954508529651,0.0,0.0,0.0,142000
294,23000,0.15461265879,0.0,0.111479141031,0.714876530074,0.00933541815087,1.85042976231e-05,0.00967774765689,0.0,0.0,0.0,145105
294,24000,0.155643265777,0.0,0.111712271054,0.713770011974,0.00911792097211,1.77391458601e-05,0.00973879107721,0.0,0.0,0.0,147863
294,25000,0.158641602003,0.0,0.114767084316,0.707682086488,0.00897762408116,1.70353398124e-05,0.00991456777084,0.0,0.0,0.0,150588
294,26000,0.161060685497,0.0,0.117397929091,0.702601743234,0.00883904580903,1.63837735107e-05,0.0100842125958,0.0,0.0,0.0,153447
294,27000,0.160141029484,0.0,0.116727926677,0.703041441214,0.01004874509,1.57751100314e-05,0.0100250824249,0.0,0.0,0.0,156086
