run,elapsed,device,rxpktsps,rxkbps,txpktsps,txkbps
296,386000,net_em1,220146.0,145174.030273,200235.0,112501.996094
296,387000,net_em1,240802.0,174550.87207,219451.0,139642.792969
296,388000,net_em1,242798.0,187762.067383,209062.0,133168.347656
296,389000,net_em1,236778.0,173237.706055,215317.0,138865.0
296,390000,net_em1,217535.0,146333.541016,219406.0,146824.572266
296,391000,net_em1,220759.0,158451.104492,212672.0,143252.231445
296,392000,net_em1,247433.0,193801.126953,210487.0,134558.582031
296,393000,net_em1,236004.0,166491.939453,230976.0,157255.212891
296,394000,net_em1,236663.0,185936.15918,199563.0,125622.367188
296,395000,net_em1,230654.0,169034.162109,200453.0,121009.362305
296,396000,net_em1,231979.0,162653.768555,214633.0,134568.836914
296,397000,net_em1,271551.0,235820.712891,214839.0,145085.225586
296,398000,net_em1,239614.0,187985.353516,214046.0,146674.456055
296,399000,net_em1,252969.0,201078.788086,210402.0,134322.133789
296,400000,net_em1,233135.0,182352.37207,209610.0,143274.371094
296,401000,net_em1,224029.0,163154.902344,204005.0,130155.988281
296,402000,net_em1,239754.0,180201.895508,235373.0,170307.743164
296,403000,net_em1,246824.0,190996.951172,214174.0,139194.641602
296,404000,net_em1,251223.0,200721.519531,202170.0,123746.610352
296,405000,net_em1,255086.0,207722.637695,204044.0,126511.457031
296,406000,net_em1,237673.0,167306.901367,220406.0,138906.75
296,407000,net_em1,245426.0,182976.382812,201666.0,112168.001953
296,408000,net_em1,225588.0,145228.712891,212456.0,124361.954102
296,409000,net_em1,258885.0,218796.792969,211279.0,143499.104492
296,410000,net_em1,233767.0,182245.228516,199318.0,125922.666992
296,411000,net_em1,230998.0,169910.446289,212596.0,140484.5
296,412000,net_em1,244204.0,189193.805664,209958.0,133472.196289
296,413000,net_em1,234756.0,171033.490234,209651.0,130725.327148
296,414000,net_em1,189566.0,117844.179688,188106.0,113294.825195
296,415000,net_em1,225213.0,170458.978516,204779.0,136920.912109
296,416000,net_em1,206709.0,139305.605469,172461.0,84791.3574219
296,417000,net_em1,216067.0,160848.020508,181965.0,105689.367188
296,418000,net_em1,231280.0,173752.12793,195791.0,116758.822266
296,419000,net_em1,233791.0,169025.379883,217341.0,142309.029297
296,420000,net_em1,260195.0,230388.432617,214636.0,158307.813477
296,421000,net_em1,222708.0,139462.835938,202605.0,105444.505859
296,422000,net_em1,247258.0,186077.274414,233509.0,163014.199219
296,423000,net_em1,241649.0,177697.951172,216979.0,136952.0
296,424000,net_em1,235855.0,188399.628906,209777.0,145335.438477
296,425000,net_em1,249309.0,204526.390625,208213.0,137482.548828
296,426000,net_em1,235422.0,173681.255859,198297.0,114215.617188
296,427000,net_em1,246797.0,185067.928711,232365.0,160852.605469
296,428000,net_em1,236343.0,180481.55957,211496.0,138767.546875
296,429000,net_em1,236601.0,179008.985352,205848.0,126742.117188
296,430000,net_em1,261910.0,215428.145508,220302.0,147207.859375
296,431000,net_em1,235182.0,170948.960938,210666.0,130696.980469
296,432000,net_em1,234067.0,179831.186523,196992.0,120320.512695
296,433000,net_em1,231044.0,175939.054688,210130.0,141443.157227
296,434000,net_em1,261829.0,211168.839844,216151.0,137789.365234
296,435000,net_em1,232249.0,164502.029297,204322.0,119708.076172
296,436000,net_em1,243310.0,188895.408203,217903.0,148866.864258
296,437000,net_em1,243935.0,196206.776367,232937.0,177219.515625
296,438000,net_em1,203797.0,135255.476562,195144.0,118607.789062
296,439000,net_em1,258433.0,214171.185547,225859.0,161484.046875
296,440000,net_em1,247656.0,194731.304688,215397.0,142158.413086
296,441000,net_em1,210535.0,144485.064453,199048.0,124317.748047
296,442000,net_em1,236464.0,177486.363281,211768.0,137199.952148
296,443000,net_em1,252317.0,213720.366211,208723.0,143926.430664
296,444000,net_em1,214627.0,152286.97168,186067.0,106394.807617
296,445000,net_em1,244356.0,188257.039062,213401.0,138793.698242
296,446000,net_em1,208758.0,142392.248047,187244.0,107311.390625
296,447000,net_em1,227503.0,166999.647461,192289.0,110856.170898
